u10, v10, wind_speed, ssr, t2m, modis_time_diff_min, red, nir, red_over_nir, ndvi
0.08,1.64,1.65,18828.80,285.35,nan,nan,nan,nan,nan
-0.07,1.36,1.36,17753.60,285.37,nan,nan,nan,nan,nan
0.08,1.64,1.65,18828.80,285.35,nan,nan,nan,nan,nan
0.08,1.64,1.65,18828.80,285.35,nan,nan,nan,nan,nan
0.08,1.64,1.65,18828.80,285.35,nan,nan,nan,nan,nan
0.08,1.64,1.65,18828.80,285.35,nan,nan,nan,nan,nan
0.08,1.64,1.65,18828.80,285.35,nan,nan,nan,nan,nan
0.01,1.21,1.21,16883.20,285.51,nan,nan,nan,nan,nan
0.22,0.89,0.92,15206.40,285.75,nan,nan,nan,nan,nan
0.22,0.89,0.92,15206.40,285.75,nan,nan,nan,nan,nan
0.22,0.89,0.92,15206.40,285.75,nan,nan,nan,nan,nan
0.38,0.70,0.80,14464.00,285.81,nan,nan,nan,nan,nan
4.69,-1.47,4.92,1654853.12,283.77,416.00,0.08,0.21,0.39,nan
-0.37,4.41,4.42,729408.00,292.42,485.00,0.25,0.34,0.74,nan
-0.37,4.41,4.42,729408.00,292.42,485.00,0.25,0.34,0.74,nan
-0.47,4.65,4.67,1211008.00,293.84,395.00,0.46,0.49,0.93,nan
-0.47,4.65,4.67,1211008.00,293.84,395.00,0.46,0.49,0.93,nan
-0.47,4.65,4.67,1211008.00,293.84,395.00,0.46,0.49,0.93,nan
1.44,0.96,1.73,1106101.76,295.69,450.00,0.13,0.24,0.56,nan
1.67,1.17,2.04,1434293.76,296.81,383.00,0.13,0.24,0.56,nan
-3.13,-4.88,5.80,1814630.40,289.30,352.00,0.08,0.22,0.35,nan
-1.04,-0.89,1.37,520256.00,282.20,407.00,0.78,0.79,0.98,nan
-1.04,-0.89,1.37,520256.00,282.20,396.00,0.76,0.77,0.99,nan
-1.20,-0.75,1.41,719052.80,282.86,384.00,0.78,0.80,0.98,nan
-1.84,-1.30,2.25,716928.00,283.42,377.00,0.70,0.71,0.98,nan
-1.84,-1.30,2.25,716928.00,283.42,377.00,0.70,0.71,0.98,nan
-1.84,-1.30,2.25,716928.00,283.42,377.00,0.70,0.71,0.98,nan
-1.84,-1.30,2.25,716928.00,283.42,361.00,0.76,0.79,0.97,nan
-1.20,-0.75,1.41,719052.80,282.86,358.00,0.74,0.75,0.99,nan
-1.84,-1.30,2.25,716928.00,283.42,347.00,0.70,0.73,0.97,nan
-1.84,-1.30,2.25,716928.00,283.42,347.00,0.70,0.73,0.97,nan
-1.84,-1.30,2.25,716928.00,283.42,347.00,0.70,0.73,0.97,nan
-1.28,-0.83,1.53,415577.60,283.55,330.00,0.76,0.77,0.99,nan
-1.28,-0.83,1.53,415577.60,283.55,316.00,0.78,0.80,0.98,nan
-2.54,-1.81,3.12,555619.84,284.03,308.00,0.55,0.57,0.98,nan
-2.54,-1.81,3.12,555619.84,284.03,308.00,0.55,0.57,0.98,nan
-2.54,-1.81,3.12,555619.84,284.03,308.00,0.55,0.57,0.98,nan
-1.28,-0.83,1.53,415577.60,283.55,291.00,0.74,0.75,0.99,nan
-1.28,-0.83,1.53,415577.60,283.55,291.00,0.74,0.75,0.99,nan
2.26,4.16,4.73,1643353.60,292.98,225.00,0.05,0.23,0.24,nan
1.19,6.34,6.45,955381.76,297.44,448.00,0.73,0.73,1.00,nan
1.19,6.34,6.45,955381.76,297.44,439.00,0.73,0.73,1.00,nan
-0.71,2.41,2.51,0.00,284.67,360.00,0.29,0.34,0.86,nan
2.88,7.83,8.34,1811632.64,294.62,413.00,0.11,0.19,0.58,nan
2.88,7.83,8.34,1811632.64,294.62,413.00,0.11,0.19,0.58,nan
-1.34,1.91,2.33,725913.60,292.97,465.00,0.87,0.84,1.03,nan
-1.89,1.91,2.69,240573.44,290.05,461.00,0.38,0.41,0.94,nan
-1.89,1.91,2.69,240573.44,290.05,459.00,0.38,0.41,0.94,nan
-4.70,1.34,4.89,327316.48,292.09,456.00,0.52,0.58,0.89,nan
-4.70,1.34,4.89,327316.48,292.09,456.00,0.52,0.58,0.89,nan
-4.70,1.34,4.89,327316.48,292.09,456.00,0.52,0.58,0.89,nan
-5.25,2.41,5.78,525552.64,292.33,441.00,0.61,0.66,0.93,nan
-3.36,-1.03,3.51,830110.72,289.27,525.00,0.09,0.19,0.46,nan
-3.36,-1.03,3.51,830110.72,289.27,525.00,0.09,0.19,0.46,nan
-3.36,-1.03,3.51,830110.72,289.27,525.00,0.09,0.19,0.46,nan
-4.95,-0.07,4.95,1440371.20,291.15,507.00,0.09,0.15,0.60,nan
-4.95,-0.07,4.95,1440371.20,291.15,488.00,0.07,0.10,0.67,nan
-4.95,-0.07,4.95,1440371.20,291.15,476.00,0.05,0.12,0.39,nan
-4.95,-0.07,4.95,1440371.20,291.15,468.00,0.14,0.27,0.53,nan
-5.57,0.65,5.61,2246566.40,292.28,449.00,0.09,0.15,0.60,nan
-5.57,0.65,5.61,2246566.40,292.28,430.00,0.07,0.10,0.67,nan
-5.57,0.65,5.61,2246566.40,292.28,418.00,0.05,0.12,0.39,nan
-5.57,0.65,5.61,2246566.40,292.28,410.00,0.14,0.27,0.53,nan
-2.72,-2.07,3.42,3112716.80,293.83,300.00,0.06,0.03,1.98,nan
-3.01,-3.60,4.69,1439948.80,285.22,480.00,0.07,0.24,0.28,nan
-3.01,-3.60,4.69,1439948.80,285.22,480.00,0.07,0.24,0.28,nan
-0.15,-1.58,1.59,1244544.00,286.09,387.00,0.06,0.22,0.26,nan
-3.66,1.78,4.07,886051.84,292.57,473.00,0.42,0.47,0.88,nan
-2.54,-0.50,2.59,803545.60,296.32,432.00,0.39,0.48,0.80,nan
-2.54,-0.50,2.59,803545.60,296.32,432.00,0.39,0.48,0.80,nan
-2.54,-0.50,2.59,803545.60,296.32,432.00,0.39,0.48,0.80,nan
-2.54,-0.50,2.59,803545.60,296.32,432.00,0.39,0.48,0.80,nan
-2.54,-0.50,2.59,803545.60,296.32,432.00,0.39,0.48,0.80,nan
-2.54,-0.50,2.59,803545.60,296.32,432.00,0.39,0.48,0.80,nan
-0.21,7.01,7.01,2381683.20,297.51,358.00,0.40,0.46,0.88,nan
-2.73,1.64,3.19,0.00,294.03,300.00,0.30,0.40,0.74,nan
-4.01,1.23,4.20,648179.20,295.77,553.00,0.05,0.18,0.30,nan
-5.46,2.01,5.81,1297075.20,296.04,488.00,0.05,0.25,0.19,nan
-5.46,2.01,5.81,1297075.20,296.04,488.00,0.05,0.25,0.19,nan
-5.46,2.01,5.81,1297075.20,296.04,488.00,0.05,0.25,0.19,nan
-5.46,2.01,5.81,1297075.20,296.04,469.00,0.03,0.25,0.13,nan
-5.46,2.01,5.81,1297075.20,296.04,454.00,0.04,0.28,0.14,nan
-5.46,2.01,5.81,1297075.20,296.04,454.00,0.04,0.28,0.14,nan
-5.46,2.01,5.81,1297075.20,296.04,454.00,0.04,0.28,0.14,nan
-5.46,2.01,5.81,1297075.20,296.04,454.00,0.04,0.28,0.14,nan
-5.77,3.82,6.92,1749227.52,295.40,415.00,0.07,0.17,0.41,nan
-5.77,3.82,6.92,1749227.52,295.40,415.00,0.07,0.17,0.41,nan
-5.77,3.82,6.92,1749227.52,295.40,415.00,0.07,0.17,0.41,nan
-4.71,5.11,6.95,2269888.00,299.28,408.00,0.68,0.69,0.99,nan
-4.71,5.11,6.95,2269888.00,299.28,408.00,0.68,0.69,0.99,nan
-4.55,6.19,7.69,2035494.40,299.88,388.00,0.71,0.71,1.00,nan
-4.55,6.19,7.69,2035494.40,299.88,388.00,0.71,0.71,1.00,nan
-4.55,6.19,7.69,2035494.40,299.88,349.00,0.68,0.69,0.99,nan
-4.11,6.25,7.48,2049267.20,300.04,329.00,0.71,0.71,1.00,nan
-2.89,7.57,8.11,1301465.60,299.69,476.00,0.41,0.46,0.89,nan
-2.89,7.57,8.11,1301465.60,299.69,461.00,0.35,0.40,0.88,nan
-2.47,-0.57,2.54,1045086.72,295.59,581.00,0.11,0.19,0.61,nan
-2.47,-0.57,2.54,1045086.72,295.59,581.00,0.11,0.19,0.61,nan
-2.47,-0.57,2.54,1045086.72,295.59,580.00,0.11,0.19,0.61,nan
-3.08,0.04,3.08,1673172.48,299.53,524.00,0.11,0.19,0.61,nan
-1.27,2.10,2.45,1866769.92,303.81,499.00,0.82,nan,nan,nan
-2.54,-1.23,2.82,2724940.80,300.97,407.00,0.12,0.27,0.46,nan
-2.54,-1.23,2.82,2724940.80,300.97,407.00,0.12,0.27,0.46,nan
-2.54,-1.23,2.82,2724940.80,300.97,407.00,0.12,0.27,0.46,nan
2.28,0.44,2.32,2089484.80,302.94,478.00,0.08,0.26,0.30,nan
2.28,0.44,2.32,2089484.80,302.94,478.00,0.08,0.26,0.30,nan
2.41,0.57,2.47,2089484.80,302.85,465.00,0.28,0.47,0.60,nan
2.65,2.45,3.60,961024.00,301.31,595.00,0.42,0.48,0.88,nan
2.65,2.45,3.60,961024.00,301.31,595.00,0.42,0.48,0.88,nan
2.65,2.45,3.60,961024.00,301.31,594.00,0.42,0.48,0.88,nan
2.65,2.45,3.60,961024.00,301.31,594.00,0.42,0.48,0.88,nan
-1.94,0.84,2.11,1276615.68,303.33,180.00,0.30,0.42,0.70,nan
-0.83,0.82,1.17,931635.20,300.45,591.00,0.80,nan,nan,nan
-0.83,0.82,1.17,931635.20,300.45,589.00,0.80,nan,nan,nan
-0.83,0.82,1.17,931635.20,300.45,589.00,0.80,nan,nan,nan
-0.83,0.82,1.17,931635.20,300.45,583.00,0.80,nan,nan,nan
-0.83,0.82,1.17,931635.20,300.45,582.00,0.80,nan,nan,nan
-0.51,1.12,1.23,1018214.40,301.73,570.00,0.75,nan,nan,nan
-0.51,1.12,1.23,1018214.40,301.73,569.00,0.75,nan,nan,nan
-0.51,1.12,1.23,1018214.40,301.73,550.00,0.75,nan,nan,nan
-0.51,1.12,1.23,1018214.40,301.73,549.00,0.75,nan,nan,nan
0.03,1.97,1.97,753728.00,302.19,453.00,0.43,0.52,0.83,nan
0.03,1.97,1.97,753728.00,302.19,453.00,0.43,0.52,0.83,nan
0.03,1.97,1.97,753728.00,302.19,453.00,0.43,0.52,0.83,nan
2.27,2.21,3.17,1361464.32,304.23,545.00,0.29,0.36,0.80,nan
2.27,2.21,3.17,1361464.32,304.23,544.00,0.29,0.36,0.80,nan
2.27,2.21,3.17,1361464.32,304.23,543.00,0.29,0.36,0.80,nan
2.27,2.21,3.17,1361464.32,304.23,542.00,0.29,0.36,0.80,nan
0.94,-0.08,0.95,2482316.80,303.98,433.00,0.16,0.36,0.45,nan
-0.30,4.66,4.67,1948288.00,304.33,488.00,0.10,0.38,0.26,nan
-0.30,4.66,4.67,1948288.00,304.33,488.00,0.10,0.38,0.26,nan
-0.30,4.66,4.67,1948288.00,304.33,488.00,0.10,0.38,0.26,nan
-0.30,4.66,4.67,1948288.00,304.33,460.00,0.14,0.42,0.33,nan
-0.30,4.66,4.67,1948288.00,304.33,460.00,0.14,0.42,0.33,nan
-0.30,4.66,4.67,1948288.00,304.33,460.00,0.14,0.42,0.33,nan
-0.86,5.32,5.39,2261376.00,304.49,435.00,0.08,0.42,0.20,nan
-0.86,5.32,5.39,2261376.00,304.49,435.00,0.08,0.42,0.20,nan
-0.86,5.32,5.39,2261376.00,304.49,435.00,0.08,0.42,0.20,nan
-0.86,5.32,5.39,2261376.00,304.49,435.00,0.08,0.42,0.20,nan
-1.15,6.11,6.22,2731783.68,303.54,390.00,0.07,0.09,0.74,nan
-1.15,6.11,6.22,2731783.68,303.54,390.00,0.07,0.09,0.74,nan
-0.42,3.43,3.46,2363555.84,305.64,442.00,0.07,0.33,0.20,nan
-0.42,3.43,3.46,2363555.84,305.64,442.00,0.07,0.33,0.20,nan
-0.42,3.43,3.46,2363555.84,305.64,442.00,0.07,0.33,0.20,nan
-0.42,3.43,3.46,2363555.84,305.64,442.00,0.07,0.33,0.20,nan
-0.42,3.43,3.46,2363555.84,305.64,442.00,0.07,0.33,0.20,nan
-0.42,3.43,3.46,2363555.84,305.64,442.00,0.07,0.33,0.20,nan
-0.42,3.43,3.46,2363555.84,305.64,442.00,0.07,0.33,0.20,nan
0.39,-3.71,3.73,1753464.32,300.68,501.00,0.11,0.26,0.43,nan
-2.49,-3.77,4.52,1694330.88,299.55,520.00,0.09,0.23,0.42,nan
-2.49,-3.77,4.52,1694330.88,299.55,520.00,0.09,0.23,0.42,nan
-2.49,-3.77,4.52,1694330.88,299.55,520.00,0.09,0.23,0.42,nan
1.44,1.24,1.90,1393699.84,304.26,553.00,0.11,0.17,0.64,nan
1.44,1.24,1.90,1393699.84,304.26,551.00,0.11,0.17,0.64,nan
-1.63,0.69,1.77,0.00,300.61,300.00,0.07,0.34,0.19,nan
0.44,0.05,0.44,485772.80,300.40,600.00,0.38,0.41,0.94,nan
0.44,0.05,0.44,485772.80,300.40,600.00,0.38,0.41,0.94,nan
0.44,0.05,0.44,485772.80,300.40,600.00,0.38,0.41,0.94,nan
-0.85,0.40,0.94,715417.60,300.76,597.00,0.12,0.27,0.45,nan
-1.29,1.79,2.21,684456.96,300.95,580.00,0.08,0.22,0.38,nan
-1.29,1.79,2.21,684456.96,300.95,580.00,0.08,0.22,0.38,nan
-2.33,1.67,2.87,2036480.00,305.15,440.00,0.05,0.09,0.57,nan
-3.05,1.93,3.61,2205660.16,305.33,430.00,0.83,nan,nan,nan
-3.05,1.93,3.61,2205660.16,305.33,430.00,0.83,nan,nan,nan
-3.05,1.93,3.61,2205660.16,305.33,430.00,0.83,nan,nan,nan
-3.25,1.90,3.76,2168442.88,304.94,417.00,0.65,nan,nan,nan
-3.25,1.90,3.76,2168442.88,304.94,417.00,0.65,nan,nan,nan
-3.25,1.90,3.76,2168442.88,304.94,417.00,0.65,nan,nan,nan
-2.42,4.15,4.80,0.00,299.23,300.00,0.37,0.43,0.86,nan
-2.43,1.53,2.87,2327065.60,303.93,450.00,0.10,0.23,0.42,nan
-2.43,1.53,2.87,2327065.60,303.93,428.00,0.04,0.12,0.35,nan
-2.43,1.53,2.87,2327065.60,303.93,428.00,0.04,0.12,0.35,nan
-2.72,1.59,3.15,2613107.20,304.23,379.00,0.04,0.18,0.22,nan
-2.72,1.59,3.15,2613107.20,304.23,379.00,0.04,0.18,0.22,nan
-2.72,1.59,3.15,2613107.20,304.23,361.00,0.05,0.15,0.35,nan
-2.12,1.80,2.78,599872.00,300.33,595.00,0.08,0.31,0.25,nan
-2.50,2.19,3.32,1153157.12,302.65,524.00,0.64,0.65,1.00,nan
1.47,-4.00,4.27,1262407.68,297.35,465.00,0.06,0.27,0.23,nan
1.47,-4.00,4.27,1262407.68,297.35,465.00,0.06,0.27,0.23,nan
1.47,-4.00,4.27,1262407.68,297.35,465.00,0.06,0.27,0.23,nan
1.47,-4.00,4.27,1262407.68,297.35,465.00,0.06,0.27,0.23,nan
1.47,-4.00,4.27,1262407.68,297.35,465.00,0.06,0.27,0.23,nan
-2.37,-3.13,3.93,262515.20,287.75,579.00,0.06,0.19,0.33,nan
-3.22,-2.82,4.28,560307.20,289.43,582.00,0.04,0.23,0.19,nan
-3.25,-2.62,4.17,1265689.60,293.63,560.00,0.03,0.24,0.11,nan
-3.25,-2.62,4.17,1265689.60,293.63,560.00,0.03,0.24,0.11,nan
-3.25,-2.62,4.17,1265689.60,293.63,536.00,0.05,0.31,0.15,nan
-3.25,-2.62,4.17,1265689.60,293.63,536.00,0.05,0.31,0.15,nan
-3.25,-2.62,4.17,1265689.60,293.63,536.00,0.05,0.31,0.15,nan
-3.25,-2.62,4.17,1265689.60,293.63,536.00,0.05,0.31,0.15,nan
-4.27,-3.42,5.47,1932382.72,295.57,483.00,0.08,0.14,0.58,nan
-4.27,-3.42,5.47,1932382.72,295.57,483.00,0.08,0.14,0.58,nan
-4.27,-3.42,5.47,1932382.72,295.57,483.00,0.08,0.14,0.58,nan
-3.06,-2.97,4.26,2358886.40,297.27,450.00,0.07,0.28,0.27,nan
-3.06,-2.97,4.26,2358886.40,297.27,450.00,0.07,0.28,0.27,nan
-7.12,1.67,7.32,1582016.00,299.98,330.00,0.77,0.77,1.00,nan
-7.12,1.67,7.32,1582016.00,299.98,330.00,0.77,0.77,1.00,nan
-7.12,1.67,7.32,1582016.00,299.98,330.00,0.77,0.77,1.00,nan
-2.09,-0.19,2.10,1286051.84,297.71,477.00,0.10,0.10,0.96,nan
-3.36,1.46,3.67,2154140.16,299.14,307.00,0.93,0.90,1.03,nan
-3.36,1.46,3.67,2154140.16,299.14,307.00,0.93,0.90,1.03,nan
-3.36,1.46,3.67,2154140.16,299.14,307.00,0.93,0.90,1.03,nan
-3.36,1.46,3.67,2154140.16,299.14,307.00,0.93,0.90,1.03,nan
-2.96,4.87,5.70,1546022.40,298.55,375.00,0.51,0.52,0.98,nan
-2.96,4.87,5.70,1546022.40,298.55,356.00,0.67,0.67,0.99,nan
-2.96,4.87,5.70,1546022.40,298.55,342.00,0.57,0.58,0.99,nan
-3.03,5.15,5.98,1183155.20,298.44,330.00,0.60,0.61,0.99,nan
0.50,2.61,2.66,1724298.24,290.82,432.00,0.09,0.14,0.65,nan
0.50,2.61,2.66,1724298.24,290.82,432.00,0.09,0.14,0.65,nan
0.50,2.61,2.66,1724298.24,290.82,432.00,0.09,0.14,0.65,nan
0.50,2.61,2.66,1724298.24,290.82,432.00,0.09,0.14,0.65,nan
-2.63,-1.22,2.90,1224243.20,284.81,474.00,0.05,0.07,0.65,nan
-0.19,1.49,1.50,195596.80,289.39,3786.00,0.46,0.50,0.92,nan
-0.19,1.49,1.50,195596.80,289.39,3786.00,0.46,0.50,0.92,nan
-0.19,1.49,1.50,195596.80,289.39,3786.00,0.46,0.50,0.92,nan
-0.18,1.87,1.88,424499.20,289.84,3866.00,0.28,0.30,0.94,nan
-0.18,1.87,1.88,424499.20,289.84,3866.00,0.28,0.30,0.94,nan
-0.18,1.87,1.88,424499.20,289.84,3866.00,0.28,0.30,0.94,nan
-0.84,3.40,3.50,529408.00,290.80,3897.00,0.47,0.52,0.92,nan
0.86,4.78,4.86,444218.88,291.29,3956.00,0.47,0.51,0.93,nan
0.86,4.78,4.86,444218.88,291.29,3956.00,0.47,0.51,0.93,nan
0.85,4.76,4.84,456051.20,291.56,3957.00,0.47,0.52,0.92,nan
2.92,5.21,5.97,1081318.40,292.48,4017.00,0.47,0.52,0.92,nan
3.68,3.83,5.32,361241.60,293.38,4077.00,0.47,0.52,0.92,nan
4.53,2.58,5.21,222272.00,293.30,4137.00,0.47,0.52,0.92,nan
2.13,-0.50,2.18,930421.76,289.70,5344.00,0.09,0.13,0.64,nan
2.13,-0.50,2.18,930421.76,289.70,5344.00,0.09,0.13,0.64,nan
2.13,-0.50,2.18,930421.76,289.70,5344.00,0.09,0.13,0.64,nan
2.13,-0.50,2.18,930421.76,289.70,5344.00,0.09,0.13,0.64,nan
2.13,-0.50,2.18,930421.76,289.70,5344.00,0.09,0.13,0.64,nan
2.13,-0.50,2.18,930421.76,289.70,5344.00,0.09,0.13,0.64,nan
2.13,-0.50,2.18,930421.76,289.70,5344.00,0.09,0.13,0.64,nan
2.13,-0.50,2.18,930421.76,289.70,5344.00,0.09,0.13,0.64,nan
1.72,2.07,2.68,1903214.08,295.08,nan,nan,nan,nan,nan
1.72,2.07,2.68,1903214.08,295.08,nan,nan,nan,nan,nan
1.72,2.07,2.68,1903214.08,295.08,nan,nan,nan,nan,nan
1.76,2.21,2.83,1890531.84,295.05,nan,nan,nan,nan,nan
-0.91,-5.05,5.13,1246656.00,287.46,nan,nan,nan,nan,nan
-0.91,-5.05,5.13,1246656.00,287.46,nan,nan,nan,nan,nan
-0.91,-5.05,5.13,1246656.00,287.46,nan,nan,nan,nan,nan
-2.14,5.67,6.06,445560.32,294.86,nan,nan,nan,nan,nan
-2.14,5.67,6.06,445560.32,294.86,nan,nan,nan,nan,nan
-2.14,5.67,6.06,445560.32,294.86,nan,nan,nan,nan,nan
-4.37,-0.26,4.38,337728.00,289.37,nan,nan,nan,nan,nan
-0.64,3.74,3.79,642608.64,296.94,nan,nan,nan,nan,nan
-2.74,1.61,3.18,427340.80,294.43,nan,nan,nan,nan,nan
-2.74,1.61,3.18,427340.80,294.43,nan,nan,nan,nan,nan
-2.74,1.61,3.18,427340.80,294.43,nan,nan,nan,nan,nan
-2.94,1.64,3.37,746278.40,294.48,nan,nan,nan,nan,nan
-2.94,1.64,3.37,746278.40,294.48,nan,nan,nan,nan,nan
-2.94,1.64,3.37,746278.40,294.48,nan,nan,nan,nan,nan
-2.94,1.64,3.37,746278.40,294.48,nan,nan,nan,nan,nan
-4.46,-0.14,4.46,1718888.96,284.67,nan,nan,nan,nan,nan
-1.28,-2.30,2.63,528061.44,284.79,nan,nan,nan,nan,nan
0.70,-5.72,5.76,1441216.00,282.94,nan,nan,nan,nan,nan
-1.03,3.32,3.48,562705.92,296.54,nan,nan,nan,nan,nan
1.37,0.99,1.69,1067624.96,286.52,nan,nan,nan,nan,nan
-2.02,0.99,2.25,456960.00,296.15,nan,nan,nan,nan,nan
-2.02,0.99,2.25,456960.00,296.15,nan,nan,nan,nan,nan
-2.49,2.00,3.20,826457.60,297.01,nan,nan,nan,nan,nan
-2.49,2.00,3.20,826457.60,297.01,nan,nan,nan,nan,nan
-2.49,2.00,3.20,826457.60,297.01,nan,nan,nan,nan,nan
-3.55,1.07,3.71,1289203.20,296.96,nan,nan,nan,nan,nan
-1.56,3.61,3.94,745799.68,297.35,nan,nan,nan,nan,nan
2.52,2.82,3.78,1480921.60,298.43,nan,nan,nan,nan,nan
2.51,2.31,3.41,546291.20,296.54,nan,nan,nan,nan,nan
2.51,2.31,3.41,546291.20,296.54,nan,nan,nan,nan,nan
2.51,2.31,3.41,546291.20,296.54,nan,nan,nan,nan,nan
2.51,2.31,3.41,546291.20,296.54,nan,nan,nan,nan,nan
2.51,2.31,3.41,546291.20,296.54,nan,nan,nan,nan,nan
2.51,2.31,3.41,546291.20,296.54,nan,nan,nan,nan,nan
2.78,1.97,3.41,1113894.40,298.31,nan,nan,nan,nan,nan
2.78,1.97,3.41,1113894.40,298.31,nan,nan,nan,nan,nan
2.78,1.97,3.41,1113894.40,298.31,nan,nan,nan,nan,nan
3.27,2.05,3.86,1528563.20,298.12,nan,nan,nan,nan,nan
3.27,2.05,3.86,1528563.20,298.12,nan,nan,nan,nan,nan
-2.83,-1.48,3.20,839065.60,296.95,nan,nan,nan,nan,nan
-0.46,5.17,5.19,1099072.00,299.38,nan,nan,nan,nan,nan
-1.17,3.83,4.00,1339240.96,299.54,nan,nan,nan,nan,nan
-1.17,3.83,4.00,1339240.96,299.54,nan,nan,nan,nan,nan
-1.17,3.83,4.00,1339240.96,299.54,nan,nan,nan,nan,nan
-1.17,3.83,4.00,1339240.96,299.54,nan,nan,nan,nan,nan
-1.17,3.83,4.00,1339240.96,299.54,nan,nan,nan,nan,nan
-1.17,3.83,4.00,1339240.96,299.54,nan,nan,nan,nan,nan
-1.17,3.83,4.00,1339240.96,299.54,nan,nan,nan,nan,nan
-1.17,3.83,4.00,1339240.96,299.54,nan,nan,nan,nan,nan
1.62,2.03,2.60,1383687.68,300.62,nan,nan,nan,nan,nan
1.87,1.59,2.46,1289413.12,300.84,nan,nan,nan,nan,nan
0.91,-0.64,1.11,2280058.88,303.63,nan,nan,nan,nan,nan
0.91,-0.64,1.11,2280058.88,303.63,nan,nan,nan,nan,nan
0.91,-0.64,1.11,2280058.88,303.63,nan,nan,nan,nan,nan
0.91,-0.64,1.11,2280058.88,303.63,nan,nan,nan,nan,nan
-0.11,4.29,4.29,1383692.80,300.71,nan,nan,nan,nan,nan
-0.11,4.29,4.29,1383692.80,300.71,nan,nan,nan,nan,nan
-0.11,4.29,4.29,1383692.80,300.71,nan,nan,nan,nan,nan
-0.11,4.29,4.29,1383692.80,300.71,nan,nan,nan,nan,nan
1.88,-2.45,3.09,1384281.60,301.43,nan,nan,nan,nan,nan
1.88,-2.45,3.09,1384281.60,301.43,nan,nan,nan,nan,nan
1.88,-2.45,3.09,1384281.60,301.43,nan,nan,nan,nan,nan
-3.18,-0.70,3.26,1628119.04,301.35,nan,nan,nan,nan,nan
-1.70,0.07,1.71,1696332.80,303.20,nan,nan,nan,nan,nan
-1.90,4.60,4.98,371082.24,301.58,nan,nan,nan,nan,nan
-0.34,6.52,6.53,784499.20,301.82,nan,nan,nan,nan,nan
-0.34,6.52,6.53,784499.20,301.82,nan,nan,nan,nan,nan
-0.34,6.52,6.53,784499.20,301.82,nan,nan,nan,nan,nan
-0.34,6.52,6.53,784499.20,301.82,nan,nan,nan,nan,nan
-0.34,6.52,6.53,784499.20,301.82,nan,nan,nan,nan,nan
-0.30,6.56,6.57,1229120.00,302.97,nan,nan,nan,nan,nan
-0.30,6.56,6.57,1229120.00,302.97,nan,nan,nan,nan,nan
-0.30,6.56,6.57,1229120.00,302.97,nan,nan,nan,nan,nan
-0.52,6.85,6.87,1871372.80,302.59,nan,nan,nan,nan,nan
-0.52,6.85,6.87,1871372.80,302.59,nan,nan,nan,nan,nan
-0.52,6.85,6.87,1871372.80,302.59,nan,nan,nan,nan,nan
0.83,5.46,5.53,2051737.60,304.64,nan,nan,nan,nan,nan
2.66,4.03,4.83,1473216.00,304.47,nan,nan,nan,nan,nan
1.89,-0.13,1.89,1348787.20,304.11,nan,nan,nan,nan,nan
1.89,-0.13,1.89,1348787.20,304.11,nan,nan,nan,nan,nan
1.89,-0.13,1.89,1348787.20,304.11,nan,nan,nan,nan,nan
1.89,-0.13,1.89,1348787.20,304.11,nan,nan,nan,nan,nan
1.89,-0.13,1.89,1348787.20,304.11,nan,nan,nan,nan,nan
-1.81,-2.46,3.05,1511462.40,304.03,nan,nan,nan,nan,nan
-1.81,-2.46,3.05,1511462.40,304.03,nan,nan,nan,nan,nan
-1.81,-2.46,3.05,1511462.40,304.03,nan,nan,nan,nan,nan
-2.26,-2.64,3.47,2061888.00,304.68,nan,nan,nan,nan,nan
1.62,2.72,3.17,1329569.28,304.47,nan,nan,nan,nan,nan
-0.97,-3.62,3.75,602470.40,299.84,nan,nan,nan,nan,nan
0.84,4.05,4.13,733862.40,304.29,nan,nan,nan,nan,nan
0.84,4.05,4.13,733862.40,304.29,nan,nan,nan,nan,nan
0.84,4.05,4.13,733862.40,304.29,nan,nan,nan,nan,nan
0.84,4.05,4.13,733862.40,304.29,nan,nan,nan,nan,nan
0.44,3.27,3.30,970700.80,305.03,nan,nan,nan,nan,nan
0.44,3.27,3.30,970700.80,305.03,nan,nan,nan,nan,nan
-0.98,-2.62,2.80,262835.20,299.27,nan,nan,nan,nan,nan
-0.83,-3.04,3.15,1580654.08,302.28,nan,nan,nan,nan,nan
-0.90,-1.22,1.52,1274549.76,297.06,nan,nan,nan,nan,nan
-0.90,-1.22,1.52,1274549.76,297.06,nan,nan,nan,nan,nan
-0.90,-1.22,1.52,1274549.76,297.06,nan,nan,nan,nan,nan
-0.90,-1.22,1.52,1274549.76,297.06,nan,nan,nan,nan,nan
-0.90,-1.22,1.52,1274549.76,297.06,nan,nan,nan,nan,nan
-0.90,-1.22,1.52,1274549.76,297.06,nan,nan,nan,nan,nan
-0.90,-1.22,1.52,1274549.76,297.06,nan,nan,nan,nan,nan
-0.90,-1.22,1.52,1274549.76,297.06,nan,nan,nan,nan,nan
-0.90,-1.22,1.52,1274549.76,297.06,nan,nan,nan,nan,nan
-0.90,-1.22,1.52,1274549.76,297.06,nan,nan,nan,nan,nan
-2.52,-1.89,3.15,1119918.08,299.15,nan,nan,nan,nan,nan
-2.06,-1.61,2.61,428326.40,295.08,nan,nan,nan,nan,nan
-3.50,-5.16,6.24,570493.44,288.69,nan,nan,nan,nan,nan
